η,W0_init,W1_init,W2_init,W0_final,W1_final,W2_final,Cantidad_epocas,Error_final_L2
1e-06,-1.254598811526375,4.507143064099162,2.3199394181140507,-1.2555968115264038,4.505646064098952,2.318941418114133,500,1.4142135623730951
0.25,0.986584841970366,-3.439813595575635,-3.4400547966379733,-1.013415158029634,-1.689813595575635,2.0599452033620267,500,0.0
0.5,-4.419163878318005,3.6617614577493516,1.011150117432088,-5.419163878318005,2.1617614577493516,1.011150117432088,500,0.0
0.75,2.080725777960455,-4.7941550570419755,4.699098521619943,-0.9192742220395451,-5.5441550570419755,6.199098521619943,500,0.0
1.0,3.3244264080042174,-2.8766088932172384,-3.181750327928994,-2.675573591995782,-3.876608893217238,4.818249672071007,500,0.0
